Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
164088.0,-0.359960338265081,0.87373609082564,0.538786523545364,0.926232055523677,0.433439080257078,0.190900338100456,1.47678064985885,-0.251676652771804,-1.02260319391943,-0.403580402158473,-0.608451287387367,0.157405122877961,0.840999128473735,0.396140696995035,1.42763319264386,-1.70542309342026,0.775929792516426,-0.178633561308488,2.97736031705433,0.611526949999711,-0.0077696069579881,-0.0366209164223456,-0.119987818193596,0.646996778671735,0.675491267532277,0.165138349343109,0.0427995437496262,0.0847262120704728,133.96,0
52072.0,-0.880384083289735,0.239153806449941,0.660826284452089,-1.40068906137069,-0.703631985418142,-1.33805019312973,-0.231431634425241,0.370745871214451,-1.20833610833948,-0.493317258848852,-0.258488115015722,-0.787986062971647,0.246554494807442,-1.21788445144755,0.289398106434891,1.94256123409752,0.908516357984771,-0.73145335159089,-0.377399723834973,0.294017389344093,0.173884938724181,0.144927790795171,0.0667265090180792,0.288662672943465,0.0283451927618051,-0.446692157155582,0.140082211187018,-0.0142642644219512,57.4,0
65234.0,1.22578315836257,-0.954642826926123,0.922388356514977,-0.756594938319295,-1.41578579965765,0.0468584706738343,-1.2541354215661,0.289339414354422,-0.462634962739807,0.757312324273112,1.3715204984754,-0.570604813608592,-1.12041594432987,0.0490308119079129,0.816662363600068,1.45053268126461,0.159928749427203,-0.636085752944606,0.153866763016981,0.0498566759967076,0.464636623047993,1.15706449774393,-0.0975227674132687,0.0389095001433712,0.267762519060571,-0.0362416545524103,0.0353929003059059,0.0150407462369587,43.99,0
137324.0,0.135782427528827,0.941176185536043,-0.856988582910092,-1.21110410716316,1.43679647972219,-1.3801566212666,1.83476282953878,-0.61801809100927,-0.0223516903665672,-0.225696084840105,-1.64369234308708,-1.08714607059563,-1.41430492235412,0.716717012067972,0.0340917380573212,-0.491983299728188,-0.683706410758584,-0.037724562084082,0.137518082663162,-0.0726281288437949,0.13272855864227,0.726741672769689,-0.368004789445489,-0.63332714770102,-0.286502266703108,0.104684933426224,0.224380609821635,0.0357800268883678,0.77,0
160932.0,-0.138352691783586,0.83792768734276,-1.07213648664115,-1.32164770254913,1.65598234368725,-0.732328813035396,1.52365596065359,-0.193282827036566,-0.596331814656193,-0.322090990574601,0.35959402389027,0.233086400092635,-0.580299588161362,0.953675343894124,-0.715409029952317,-0.35215574515237,-0.765425140048836,0.257757867348187,0.264182684654426,0.0252407586245181,0.285691104888111,0.888026375116686,-0.202117649938469,0.262092432400118,-0.271852957937617,0.0683385947857063,0.376004313376274,0.263575235233826,24.0,0
73228.0,1.37448582423436,-0.495164906982006,0.483188680523382,-0.649624400614442,-1.12855880882629,-1.09976205606251,-0.488642651770381,-0.194863766326389,-0.758704955267851,0.617184140007472,-0.241303364606625,-0.771335146693384,-0.281819009248605,-0.0207932240653093,0.826902787323501,1.2217897764578,0.265860459322303,-1.5980912474796,0.645277993028225,0.0745093883184478,-0.131740569659195,-0.572585547902763,0.141555462801967,0.341865164229771,0.200468333597095,-0.516932095694254,-0.000118002698677,0.0240786728075297,27.32,0
124332.0,1.94982008964994,0.341298076315328,-0.953900356979907,3.68281857651376,0.491226651173109,0.251738763488852,-0.0311290207851803,0.0747011732702033,-0.501474531056871,1.53120161131088,-1.98896714847078,-1.58784849147771,-2.12370001714695,0.573926228668466,-0.540086356705283,0.927633525041049,-0.760195169898844,0.203285068017788,-1.50007780491302,-0.387178064311288,0.238044320063659,0.648129191703005,0.0152156479060255,0.425796856176503,0.200950808407875,0.233779099251546,-0.054061618266043,-0.0522564320839674,10.59,0
133005.0,1.0115659095725,-1.65282338440564,-3.17647225916609,0.61552300112057,0.324219173239959,-1.20305117514618,1.71731055115562,-0.662948735440606,-0.0555636081957828,-0.114322486776981,0.581631734269038,0.72172988944094,-0.547830935574759,1.30563661578655,-0.617433557798181,-0.782696694112602,-0.422171843765475,0.318443578855869,0.371180712171648,0.871090219560491,0.678348694957535,0.85142747638382,-0.789970213411809,-0.248997584052858,0.69510326386178,-0.254949304536057,-0.166299171012293,0.003897827929271,574.58,0
57015.0,1.2340643196901,-0.555561210137974,0.0061993064797093,-2.09440149350877,-0.726750428999846,-0.763307079957383,-0.259452247538947,0.055238126047072,1.90208210064726,-1.43564179731825,1.50354310185779,1.17030207544217,-1.40979393921695,0.675637671828781,0.940465279523523,-1.30792517312016,0.299549758059528,-0.068294520545633,1.308540040361,-0.208173654786515,-0.119906834725999,-0.139575954561002,-0.0209828191439541,0.0005907587329181,0.556503344093572,-0.878761602332855,0.0702975548174222,0.0056619281919988,7.07,0
51799.0,1.1518619141231,-0.715869460274269,1.37374007867875,0.68373984770955,-1.45008951884431,0.522711719903956,-1.24720592095473,0.440431899684144,-0.270927841793372,0.831021518390908,0.807666365413429,0.190019007768299,-1.34025613517779,0.0256293051231314,-0.308357125884034,-1.46783128405007,0.182151932744932,1.44153500414056,-1.1628308619207,-0.659678366922443,-0.348283581509345,-0.418048035480255,0.138179164706165,0.148147513833314,0.114912186742719,-0.387347194184896,0.0993004819578386,0.0290059939038813,13.01,0
66353.0,1.23358468390425,0.568959581690631,-0.60619969529754,0.829191879393585,0.24900728376546,-1.00150877467399,0.296111023325827,-0.148759847621026,-0.0887048658307779,-0.740800583587002,0.323055230501184,-0.346280498769084,-0.651160494597328,-1.16072705781291,1.27963367201144,0.283595287716891,1.34641254044743,-0.116560400890996,-0.721095233974561,-0.136810792832387,-0.132516347290818,-0.31578297507383,-0.0472983624582183,-0.0526462196837412,0.479499779546207,0.400406129195299,-0.017749058771053,0.0383019919878533,0.76,0
153538.0,-2.07649799592891,-0.90861527525237,0.718781844659587,-0.366174565470026,-0.806028340219963,-0.517772561276469,0.796970821079638,0.41138435844139,-0.0389960245346894,-1.12985406794758,-1.20112666272819,-0.0585148328871987,0.232781498459829,0.188990571465209,0.516032340050978,0.707749187593088,-0.572430880172006,0.427499645321208,-0.577384837853634,0.965137929864347,0.508379918575447,0.574485837785807,0.572612041916264,-0.0055277392066753,0.0465664020264531,0.661305269877465,0.0882244164424646,0.0063361270372765,350.0,0
168509.0,2.10369195151061,-0.0771838950433279,-1.35921256148536,0.244291583246034,0.227981095287738,-0.728972596061464,0.153525476637138,-0.263375333453428,0.590196951537614,0.0664857499680655,-1.31914758165966,0.219952061359532,0.168325253392002,0.241830082295501,0.140080217374028,0.0409559560543905,-0.485349860841169,-0.72854255516302,0.33830780672808,-0.20994257826824,-0.329877382996823,-0.805274192857689,0.261028855920841,-0.714683510907619,-0.220330696896971,0.24457021455632,-0.0684750204096406,-0.0677137421252954,1.29,0
72389.0,0.990954740072301,-0.0524921246965338,0.264138442832767,1.28015797372557,-0.28074429543639,-0.377566467714046,0.163822355760884,-0.0653780430812572,0.0291677575298942,-0.0151786496951525,-0.262054884247591,0.0522865234241011,-0.348512852803972,0.456370823728055,1.24441663050504,-0.111147217153992,-0.169250452121534,-0.449887522935809,-0.863615312387859,0.0123691258806815,0.156032569238566,0.281081132274107,-0.165819646751948,0.0852430672031594,0.549991031255306,-0.261074248347674,0.0126556709377279,0.0358694116708823,107.6,0
57869.0,1.17380604288661,-0.0613564043829177,0.282750163898334,-0.284767458657302,-0.124965315302144,0.0773939676526741,-0.204416593217685,0.1703679370934,-0.0774466259842917,-0.12231075966606,1.96802555413268,1.16102789054085,0.0486593567922508,0.504737731006454,0.842115711125934,-0.18732150846403,0.0428496278429432,-1.08742972318332,-0.267969442680971,-0.12254390522039,-0.123333801258622,-0.31108119786341,0.15973838912991,-0.22944307227211,-0.0024174359690585,0.888445149615744,-0.0569825786924192,-0.0128148606458548,1.0,0
116962.0,2.07584231176377,-0.482132884609527,-3.34076897707268,-2.52347222326145,1.60714022970765,0.0941602263880063,0.644847409397431,-0.112298572678816,1.1694594846625,-1.06994405946313,1.18715953349263,1.40205863940821,-0.303196069828067,1.21898382915442,0.851391564697249,-2.38637516459217,0.500128444147863,-0.902345693151415,0.676227854111045,-0.258202462041239,0.409033690078587,1.52426782592024,-0.275467572780372,-0.846739641772809,0.864148298817776,-0.297766854355648,0.0040365376347763,-0.103705234022393,19.0,0
112398.0,2.02447220137468,-0.211466626336456,-1.44414385334172,0.09038673489811,0.105442582334996,-0.586538146291736,-0.0693135101479693,-0.0261179909619565,0.750827402540342,0.112345814916246,0.757604471566335,0.0920919180438588,-1.78358660348092,1.02713110137638,0.434531796079281,-0.0611545732928404,-0.62559432564199,0.714973100497815,0.0252593890792308,-0.335298442340601,0.305538153050503,0.913432159484183,0.0354637602657457,0.680744573581929,0.241083243499497,-0.464034074537815,-0.0083621511445563,-0.0608313291761243,1.0,0
161663.0,1.85232243963385,-1.98418062809179,-1.59732721540888,-1.54357696251861,-1.15361452832578,-0.757691620154515,-0.536932974504829,-0.348446269157073,-1.86607777455724,1.73329716677502,0.61937548762199,-0.131168532991856,0.881045704052497,0.0052827032534435,-0.479547686107226,-0.283381707914733,0.0067152352304432,0.685972485086312,-0.030143981436559,0.0911167880786832,0.264454986268364,0.701643467233676,-0.197513917475783,-0.294727366833413,0.0165319920458211,0.050745574712364,-0.0564803153007656,-0.0308050970389585,252.5,0
71086.0,1.26588652264577,-0.789934898308834,0.482561269516111,-0.7749136082329,-0.958618332798628,-0.280355927097815,-0.676825510031354,-0.1445383217625,-0.672767202036772,0.51214355611503,-0.772331773387387,-0.105380483717444,1.8103210775043,-0.665985790517018,0.905108671641497,1.60596755184484,-0.260813525048893,-1.07419302363722,0.686824915857398,0.382458942988563,0.138548821053224,0.183806304314169,-0.156932277605144,-0.409935160411307,0.392427759504166,-0.26000702259778,0.0211626265414821,0.0373761296609028,101.54,0
